sample_name,label,false_negative_appearances,false_positive_appearances,total_test_appearances,average_balanced_accuracy,average_f1_score,average_roc_auc_score,average_mcc_score,average_entropy,average_confidence,balanced_accuracy_variance,appearance_rate
P6-S11_TRB_new_embedded_high,1,58,0,95,0.4684210526315788,0.27453640542755026,0.46644736842105256,-0.06262967173187818,0.6598669605085101,0.6038508256673141,0.007303331466965286,0.6105263157894737
P4-S9_TRB_new_embedded_low,0,0,8,110,0.46181818181818207,0.26103628509458987,0.4613636363636361,-0.07943162195908086,0.5964761103924184,0.6842809485512537,0.006877397831526271,0.07272727272727272
P8-S2_TRB_new_embedded_low,0,0,83,126,0.4400793650793648,0.23298243629397755,0.4392460317460316,-0.12463032175115493,0.6456178341971512,0.6235962373245287,0.00739079365079365,0.6587301587301587
P9-S7_TRB_new_embedded_low,0,0,77,111,0.45337837837837835,0.2620292886228184,0.4500225225225225,-0.09426109165733855,0.6529461312992704,0.6146064736738656,0.008357800982800982,0.6936936936936937
P4-S1_TRB_new_embedded_low,0,0,1,105,0.4471428571428569,0.23123408515924315,0.45964285714285696,-0.11054729116126619,0.43426324498507723,0.8058953017566524,0.006097527472527475,0.009523809523809525
P6-S16_TRB_new_embedded_high,1,10,0,92,0.47391304347826063,0.29591561564092045,0.47228260869565214,-0.04984574258869939,0.4853251276154477,0.7612439874629373,0.007883420926899188,0.10869565217391304
P5-S8_TRB_new_embedded_low,0,0,25,89,0.44662921348314605,0.2565231001745922,0.4367977528089886,-0.10795509858374115,0.6009430812923295,0.6644614594177645,0.006764076864147087,0.2808988764044944
P1-S16_TRB_new_embedded_high,1,56,0,108,0.45046296296296295,0.2515868902441375,0.4653240740740741,-0.1017230995640684,0.6592961247265828,0.5961369133599099,0.006343241606092073,0.5185185185185185
P5-S22_TRB_new_embedded_low,0,0,5,94,0.44175531914893623,0.23605076289629764,0.43359042553191474,-0.11782780437451969,0.5533982446014866,0.7187930086038097,0.007411133035918554,0.05319148936170213
P9-S2_TRB_new_embedded_high,1,65,0,99,0.45050505050505035,0.25854020624482,0.4608585858585858,-0.09950644562090238,0.6553445371598633,0.6062947142985017,0.0056502525252525235,0.6565656565656566
P7-S1_TRB_new_embedded_high,1,100,0,101,0.44455445544554456,0.2244596932760657,0.43603960396039604,-0.11414125472840672,0.3479148919109155,0.8395363760136,0.007295049504950495,0.9900990099009901
P5-S12_TRB_new_embedded_low,0,0,80,115,0.45804347826086966,0.26744379774857857,0.44267391304347825,-0.08586430222920716,0.6420376717000009,0.626293778041818,0.007692410373760488,0.6956521739130435
P1-S19_TRB_new_embedded_low,0,0,72,98,0.43443877551020416,0.25191928792141255,0.4278316326530612,-0.1320844414819086,0.6453705809181868,0.6237914224865898,0.005741176625289291,0.7346938775510204
P1-S23_TRB_new_embedded_high,1,90,0,106,0.45778301886792444,0.2562015101680688,0.46681603773584895,-0.08871375503220107,0.6128748190974539,0.661780107455557,0.007337657232704401,0.8490566037735849
P4-S24_TRB_new_embedded_low,0,0,80,101,0.44529702970297047,0.25481594805087804,0.4468069306930692,-0.11244201397573224,0.622505390592012,0.6428636209612075,0.005946410891089108,0.7920792079207921
P3-S12_TRB_new_embedded_high,1,90,0,101,0.45668316831683153,0.2574817558482189,0.4600495049504952,-0.088995374540906,0.5931743526891525,0.6780917654912862,0.0068236386138613835,0.8910891089108911
P8-S24_TRB_new_embedded_low,0,0,38,102,0.43946078431372565,0.2532619823647677,0.4466666666666665,-0.12097663268301743,0.6245711045934266,0.6378714556890529,0.008062330130071831,0.37254901960784315
P6-S4_TRB_new_embedded_low,0,0,0,105,0.46166666666666667,0.2523177942551306,0.47033333333333316,-0.08122749083519358,0.3496473884449135,0.8646044892947222,0.00591426282051282,0.0
P4-S16_TRB_new_embedded_low,0,0,1,105,0.46000000000000013,0.25294855772171165,0.4568095238095237,-0.08187999064422344,0.46502269838806826,0.7948040580010916,0.008420673076923077,0.009523809523809525
P9-S3_TRB_new_embedded_low,0,0,38,95,0.44289473684210534,0.23984453871338077,0.4480789473684209,-0.1179597120132905,0.6489902831447258,0.6182550511589383,0.009144456886898095,0.4
P2-S10_TRB_new_embedded_low,0,0,86,111,0.4567567567567568,0.2679678692257772,0.4603828828828828,-0.08837752381552762,0.6290851158626259,0.6401804584691368,0.007738022113022113,0.7747747747747747
P6-S10_TRB_new_embedded_high,1,89,0,103,0.4368932038834953,0.2315149543473469,0.427038834951456,-0.12831139553954815,0.5802960353922957,0.6931480733055047,0.007681919855320769,0.8640776699029126
